location,date,vaccine,total_vaccinations
Iceland,2021-07-23,Pfizer/BioNTech,261070
Iceland,2021-07-24,Johnson&Johnson,53500
Iceland,2021-07-24,Moderna,40392
Iceland,2021-07-24,Oxford/AstraZeneca,115168
Iceland,2021-07-24,Pfizer/BioNTech,261072
Iceland,2021-07-25,Johnson&Johnson,53500
Iceland,2021-07-25,Moderna,40393
Iceland,2021-07-25,Oxford/AstraZeneca,115169
Iceland,2021-07-25,Pfizer/BioNTech,261072
Iceland,2021-07-26,Johnson&Johnson,53515
Iceland,2021-07-26,Moderna,40394
Iceland,2021-07-26,Oxford/AstraZeneca,115179
Iceland,2021-07-26,Pfizer/BioNTech,261232
Iceland,2021-07-27,Johnson&Johnson,53528
Iceland,2021-07-27,Moderna,40394
Iceland,2021-07-27,Oxford/AstraZeneca,115214
Iceland,2021-07-27,Pfizer/BioNTech,261459
Iceland,2021-07-28,Johnson&Johnson,53547
Iceland,2021-07-28,Moderna,40440
Iceland,2021-07-28,Oxford/AstraZeneca,115333
Iceland,2021-07-28,Pfizer/BioNTech,261841
Iceland,2021-07-29,Johnson&Johnson,53561
Iceland,2021-07-29,Moderna,40441
Iceland,2021-07-29,Oxford/AstraZeneca,115361
Iceland,2021-07-29,Pfizer/BioNTech,262492
Iceland,2021-07-30,Johnson&Johnson,53570
Iceland,2021-07-30,Moderna,40443
Iceland,2021-07-30,Oxford/AstraZeneca,115362
Iceland,2021-07-30,Pfizer/BioNTech,262768
Iceland,2021-07-31,Johnson&Johnson,53571
Iceland,2021-07-31,Moderna,40443
Iceland,2021-07-31,Oxford/AstraZeneca,115362
Iceland,2021-07-31,Pfizer/BioNTech,262768
Iceland,2021-08-01,Johnson&Johnson,53571
Iceland,2021-08-01,Moderna,40443
Iceland,2021-08-01,Oxford/AstraZeneca,115362
Iceland,2021-08-01,Pfizer/BioNTech,262769
Iceland,2021-08-02,Johnson&Johnson,53571
Iceland,2021-08-02,Moderna,40443
Iceland,2021-08-02,Oxford/AstraZeneca,115362
Iceland,2021-08-02,Pfizer/BioNTech,262772
Iceland,2021-08-03,Johnson&Johnson,53582
Iceland,2021-08-03,Moderna,40443
Iceland,2021-08-03,Oxford/AstraZeneca,115366
Iceland,2021-08-03,Pfizer/BioNTech,264165
Iceland,2021-08-04,Johnson&Johnson,53598
Iceland,2021-08-04,Moderna,41272
Iceland,2021-08-04,Oxford/AstraZeneca,115386
Iceland,2021-08-04,Pfizer/BioNTech,266018
Iceland,2021-08-05,Johnson&Johnson,53609
Iceland,2021-08-05,Moderna,42110
Iceland,2021-08-05,Oxford/AstraZeneca,115395
Iceland,2021-08-05,Pfizer/BioNTech,267346
Iceland,2021-08-06,Johnson&Johnson,53619
Iceland,2021-08-06,Moderna,42848
Iceland,2021-08-06,Oxford/AstraZeneca,115396
Iceland,2021-08-06,Pfizer/BioNTech,267539
Iceland,2021-08-07,Johnson&Johnson,53619
Iceland,2021-08-07,Moderna,42849
Iceland,2021-08-07,Oxford/AstraZeneca,115396
Iceland,2021-08-07,Pfizer/BioNTech,267539
Iceland,2021-08-08,Johnson&Johnson,53619
Iceland,2021-08-08,Moderna,42849
Iceland,2021-08-08,Oxford/AstraZeneca,115396
Iceland,2021-08-08,Pfizer/BioNTech,267541
Iceland,2021-08-09,Johnson&Johnson,53627
Iceland,2021-08-09,Moderna,43596
Iceland,2021-08-09,Oxford/AstraZeneca,115403
Iceland,2021-08-09,Pfizer/BioNTech,267740
Iceland,2021-08-10,Johnson&Johnson,53640
Iceland,2021-08-10,Moderna,44222
Iceland,2021-08-10,Oxford/AstraZeneca,115408
Iceland,2021-08-10,Pfizer/BioNTech,268086
Iceland,2021-08-11,Johnson&Johnson,53663
Iceland,2021-08-11,Moderna,44891
Iceland,2021-08-11,Oxford/AstraZeneca,115412
Iceland,2021-08-11,Pfizer/BioNTech,270775
Iceland,2021-08-12,Johnson&Johnson,53669
Iceland,2021-08-12,Moderna,45828
Iceland,2021-08-12,Oxford/AstraZeneca,115425
Iceland,2021-08-12,Pfizer/BioNTech,272995
Iceland,2021-08-13,Johnson&Johnson,53673
Iceland,2021-08-13,Moderna,46558
Iceland,2021-08-13,Oxford/AstraZeneca,115427
Iceland,2021-08-13,Pfizer/BioNTech,273322
Iceland,2021-08-14,Johnson&Johnson,53673
Iceland,2021-08-14,Moderna,46559
Iceland,2021-08-14,Oxford/AstraZeneca,115427
Iceland,2021-08-14,Pfizer/BioNTech,273323
Iceland,2021-08-15,Johnson&Johnson,53673
Iceland,2021-08-15,Moderna,46559
Iceland,2021-08-15,Oxford/AstraZeneca,115427
Iceland,2021-08-15,Pfizer/BioNTech,273323
Iceland,2021-08-16,Johnson&Johnson,53690
Iceland,2021-08-16,Moderna,53338
Iceland,2021-08-16,Oxford/AstraZeneca,115431
Iceland,2021-08-16,Pfizer/BioNTech,273603
Iceland,2021-08-17,Johnson&Johnson,53706
Iceland,2021-08-17,Moderna,59723
Iceland,2021-08-17,Oxford/AstraZeneca,115439
Iceland,2021-08-17,Pfizer/BioNTech,274502
Iceland,2021-08-18,Johnson&Johnson,53718
Iceland,2021-08-18,Moderna,60112
Iceland,2021-08-18,Oxford/AstraZeneca,115441
Iceland,2021-08-18,Pfizer/BioNTech,283645
Iceland,2021-08-19,Johnson&Johnson,53734
Iceland,2021-08-19,Moderna,60174
Iceland,2021-08-19,Oxford/AstraZeneca,115450
Iceland,2021-08-19,Pfizer/BioNTech,287119
Iceland,2021-08-20,Johnson&Johnson,53741
Iceland,2021-08-20,Moderna,60206
Iceland,2021-08-20,Oxford/AstraZeneca,115458
Iceland,2021-08-20,Pfizer/BioNTech,287544
Iceland,2021-08-21,Johnson&Johnson,53741
Iceland,2021-08-21,Moderna,60206
Iceland,2021-08-21,Oxford/AstraZeneca,115458
Iceland,2021-08-21,Pfizer/BioNTech,287545
Iceland,2021-08-22,Johnson&Johnson,53741
Iceland,2021-08-22,Moderna,60206
Iceland,2021-08-22,Oxford/AstraZeneca,115458
Iceland,2021-08-22,Pfizer/BioNTech,287547
Iceland,2021-08-23,Johnson&Johnson,53748
Iceland,2021-08-23,Moderna,60231
Iceland,2021-08-23,Oxford/AstraZeneca,115460
Iceland,2021-08-23,Pfizer/BioNTech,291490
Iceland,2021-08-24,Johnson&Johnson,53753
Iceland,2021-08-24,Moderna,60253
Iceland,2021-08-24,Oxford/AstraZeneca,115462
Iceland,2021-08-24,Pfizer/BioNTech,295169
Iceland,2021-08-25,Johnson&Johnson,53760
Iceland,2021-08-25,Moderna,60272
Iceland,2021-08-25,Oxford/AstraZeneca,115467
Iceland,2021-08-25,Pfizer/BioNTech,297150
Iceland,2021-08-26,Johnson&Johnson,53763
Iceland,2021-08-26,Moderna,60370
Iceland,2021-08-26,Oxford/AstraZeneca,115468
Iceland,2021-08-26,Pfizer/BioNTech,298275
Iceland,2021-08-27,Johnson&Johnson,53770
Iceland,2021-08-27,Moderna,60521
Iceland,2021-08-27,Oxford/AstraZeneca,115469
Iceland,2021-08-27,Pfizer/BioNTech,298597
Iceland,2021-08-28,Johnson&Johnson,53770
Iceland,2021-08-28,Moderna,60521
Iceland,2021-08-28,Oxford/AstraZeneca,115469
Iceland,2021-08-28,Pfizer/BioNTech,298601
Iceland,2021-08-29,Johnson&Johnson,53770
Iceland,2021-08-29,Moderna,60521
Iceland,2021-08-29,Oxford/AstraZeneca,115469
Iceland,2021-08-29,Pfizer/BioNTech,298603
Iceland,2021-08-30,Johnson&Johnson,53781
Iceland,2021-08-30,Moderna,60573
Iceland,2021-08-30,Oxford/AstraZeneca,115470
Iceland,2021-08-30,Pfizer/BioNTech,298818
Iceland,2021-08-31,Johnson&Johnson,53783
Iceland,2021-08-31,Moderna,60637
Iceland,2021-08-31,Oxford/AstraZeneca,115470
Iceland,2021-08-31,Pfizer/BioNTech,299046
Iceland,2021-09-01,Johnson&Johnson,53795
Iceland,2021-09-01,Moderna,60698
Iceland,2021-09-01,Oxford/AstraZeneca,115470
Iceland,2021-09-01,Pfizer/BioNTech,299805
Iceland,2021-09-02,Johnson&Johnson,53801
Iceland,2021-09-02,Moderna,60781
Iceland,2021-09-02,Oxford/AstraZeneca,115470
Iceland,2021-09-02,Pfizer/BioNTech,301038
Iceland,2021-09-03,Johnson&Johnson,53805
Iceland,2021-09-03,Moderna,60860
Iceland,2021-09-03,Oxford/AstraZeneca,115483
Iceland,2021-09-03,Pfizer/BioNTech,301190
Iceland,2021-09-04,Johnson&Johnson,53805
Iceland,2021-09-04,Moderna,60860
Iceland,2021-09-04,Oxford/AstraZeneca,115483
Iceland,2021-09-04,Pfizer/BioNTech,301190
Iceland,2021-09-05,Johnson&Johnson,53805
Iceland,2021-09-05,Moderna,60860
Iceland,2021-09-05,Oxford/AstraZeneca,115483
Iceland,2021-09-05,Pfizer/BioNTech,301190
Iceland,2021-09-06,Johnson&Johnson,53818
Iceland,2021-09-06,Moderna,60969
Iceland,2021-09-06,Oxford/AstraZeneca,115483
Iceland,2021-09-06,Pfizer/BioNTech,301363
Iceland,2021-09-07,Johnson&Johnson,53821
Iceland,2021-09-07,Moderna,61588
Iceland,2021-09-07,Oxford/AstraZeneca,115483
Iceland,2021-09-07,Pfizer/BioNTech,301560
Iceland,2021-09-08,Johnson&Johnson,53830
Iceland,2021-09-08,Moderna,61724
Iceland,2021-09-08,Oxford/AstraZeneca,115483
Iceland,2021-09-08,Pfizer/BioNTech,302878
Iceland,2021-09-09,Johnson&Johnson,53837
Iceland,2021-09-09,Moderna,62456
Iceland,2021-09-09,Oxford/AstraZeneca,115483
Iceland,2021-09-09,Pfizer/BioNTech,304476
Iceland,2021-09-10,Johnson&Johnson,53845
Iceland,2021-09-10,Moderna,62551
Iceland,2021-09-10,Oxford/AstraZeneca,115495
Iceland,2021-09-10,Pfizer/BioNTech,304639
Iceland,2021-09-11,Johnson&Johnson,53845
Iceland,2021-09-11,Moderna,62552
Iceland,2021-09-11,Oxford/AstraZeneca,115495
Iceland,2021-09-11,Pfizer/BioNTech,304640
Iceland,2021-09-12,Johnson&Johnson,53845
Iceland,2021-09-12,Moderna,62552
Iceland,2021-09-12,Oxford/AstraZeneca,115495
Iceland,2021-09-12,Pfizer/BioNTech,304640
Iceland,2021-09-13,Johnson&Johnson,53850
Iceland,2021-09-13,Moderna,62555
Iceland,2021-09-13,Oxford/AstraZeneca,115495
Iceland,2021-09-13,Pfizer/BioNTech,308054
Iceland,2021-09-14,Johnson&Johnson,53850
Iceland,2021-09-14,Moderna,62556
Iceland,2021-09-14,Oxford/AstraZeneca,115495
Iceland,2021-09-14,Pfizer/BioNTech,311345
Iceland,2021-09-15,Johnson&Johnson,53853
Iceland,2021-09-15,Moderna,62562
Iceland,2021-09-15,Oxford/AstraZeneca,115495
Iceland,2021-09-15,Pfizer/BioNTech,314697
Iceland,2021-09-16,Johnson&Johnson,53855
Iceland,2021-09-16,Moderna,62562
Iceland,2021-09-16,Oxford/AstraZeneca,115496
Iceland,2021-09-16,Pfizer/BioNTech,316600
Iceland,2021-09-17,Johnson&Johnson,53872
Iceland,2021-09-17,Moderna,62562
Iceland,2021-09-17,Oxford/AstraZeneca,115502
Iceland,2021-09-17,Pfizer/BioNTech,316992
Iceland,2021-09-18,Johnson&Johnson,53872
Iceland,2021-09-18,Moderna,62562
Iceland,2021-09-18,Oxford/AstraZeneca,115502
Iceland,2021-09-18,Pfizer/BioNTech,316992
Iceland,2021-09-19,Johnson&Johnson,53872
Iceland,2021-09-19,Moderna,62562
Iceland,2021-09-19,Oxford/AstraZeneca,115502
Iceland,2021-09-19,Pfizer/BioNTech,316994
Iceland,2021-09-20,Johnson&Johnson,53888
Iceland,2021-09-20,Moderna,62563
Iceland,2021-09-20,Oxford/AstraZeneca,115502
Iceland,2021-09-20,Pfizer/BioNTech,317644
Iceland,2021-09-21,Johnson&Johnson,53893
Iceland,2021-09-21,Moderna,62563
Iceland,2021-09-21,Oxford/AstraZeneca,115502
Iceland,2021-09-21,Pfizer/BioNTech,317893
Iceland,2021-09-22,Johnson&Johnson,53898
Iceland,2021-09-22,Moderna,62580
Iceland,2021-09-22,Oxford/AstraZeneca,115502
Iceland,2021-09-22,Pfizer/BioNTech,319777
Iceland,2021-09-23,Johnson&Johnson,53898
Iceland,2021-09-23,Moderna,62581
Iceland,2021-09-23,Oxford/AstraZeneca,115502
Iceland,2021-09-23,Pfizer/BioNTech,320944
Iceland,2021-09-24,Johnson&Johnson,53898
Iceland,2021-09-24,Moderna,62581
Iceland,2021-09-24,Oxford/AstraZeneca,115508
Iceland,2021-09-24,Pfizer/BioNTech,321242
Iceland,2021-09-25,Johnson&Johnson,53898
Iceland,2021-09-25,Moderna,62581
Iceland,2021-09-25,Oxford/AstraZeneca,115508
Iceland,2021-09-25,Pfizer/BioNTech,321242
Iceland,2021-09-26,Johnson&Johnson,53898
Iceland,2021-09-26,Moderna,62581
Iceland,2021-09-26,Oxford/AstraZeneca,115508
Iceland,2021-09-26,Pfizer/BioNTech,321243
Iceland,2021-09-27,Johnson&Johnson,53898
Iceland,2021-09-27,Moderna,62581
Iceland,2021-09-27,Oxford/AstraZeneca,115508
Iceland,2021-09-27,Pfizer/BioNTech,321500
Iceland,2021-09-28,Johnson&Johnson,53898
Iceland,2021-09-28,Moderna,62582
Iceland,2021-09-28,Oxford/AstraZeneca,115508
Iceland,2021-09-28,Pfizer/BioNTech,322224
Iceland,2021-09-29,Johnson&Johnson,53917
Iceland,2021-09-29,Moderna,62591
Iceland,2021-09-29,Oxford/AstraZeneca,115508
Iceland,2021-09-29,Pfizer/BioNTech,323047
Iceland,2021-09-30,Johnson&Johnson,53917
Iceland,2021-09-30,Moderna,62591
Iceland,2021-09-30,Oxford/AstraZeneca,115508
Iceland,2021-09-30,Pfizer/BioNTech,324530
Iceland,2021-10-01,Johnson&Johnson,53917
Iceland,2021-10-01,Moderna,62591
Iceland,2021-10-01,Oxford/AstraZeneca,115513
Iceland,2021-10-01,Pfizer/BioNTech,324772
Iceland,2021-10-02,Johnson&Johnson,53917
Iceland,2021-10-02,Moderna,62592
Iceland,2021-10-02,Oxford/AstraZeneca,115513
Iceland,2021-10-02,Pfizer/BioNTech,324772
Iceland,2021-10-03,Johnson&Johnson,53917
Iceland,2021-10-03,Moderna,62592
Iceland,2021-10-03,Oxford/AstraZeneca,115513
Iceland,2021-10-03,Pfizer/BioNTech,324772
Iceland,2021-10-04,Johnson&Johnson,53917
Iceland,2021-10-04,Moderna,62592
Iceland,2021-10-04,Oxford/AstraZeneca,115513
Iceland,2021-10-04,Pfizer/BioNTech,325007
Iceland,2021-10-05,Johnson&Johnson,53917
Iceland,2021-10-05,Moderna,62592
Iceland,2021-10-05,Oxford/AstraZeneca,115513
Iceland,2021-10-05,Pfizer/BioNTech,325655
Iceland,2021-10-06,Johnson&Johnson,53950
Iceland,2021-10-06,Moderna,62604
Iceland,2021-10-06,Oxford/AstraZeneca,115513
Iceland,2021-10-06,Pfizer/BioNTech,326788
Iceland,2021-10-07,Johnson&Johnson,53950
Iceland,2021-10-07,Moderna,62604
Iceland,2021-10-07,Oxford/AstraZeneca,115513
Iceland,2021-10-07,Pfizer/BioNTech,327757
Iceland,2021-10-08,Johnson&Johnson,53956
Iceland,2021-10-08,Moderna,62604
Iceland,2021-10-08,Oxford/AstraZeneca,115519
Iceland,2021-10-08,Pfizer/BioNTech,328001
Iceland,2021-10-09,Johnson&Johnson,53956
Iceland,2021-10-09,Moderna,62604
Iceland,2021-10-09,Oxford/AstraZeneca,115519
Iceland,2021-10-09,Pfizer/BioNTech,328001
Iceland,2021-10-10,Johnson&Johnson,53956
Iceland,2021-10-10,Moderna,62604
Iceland,2021-10-10,Oxford/AstraZeneca,115519
Iceland,2021-10-10,Pfizer/BioNTech,328001
Iceland,2021-10-11,Johnson&Johnson,53956
Iceland,2021-10-11,Moderna,62604
Iceland,2021-10-11,Oxford/AstraZeneca,115519
Iceland,2021-10-11,Pfizer/BioNTech,328259
Iceland,2021-10-12,Johnson&Johnson,53956
Iceland,2021-10-12,Moderna,62604
Iceland,2021-10-12,Oxford/AstraZeneca,115519
Iceland,2021-10-12,Pfizer/BioNTech,329013
Iceland,2021-10-13,Johnson&Johnson,53984
Iceland,2021-10-13,Moderna,62620
Iceland,2021-10-13,Oxford/AstraZeneca,115519
Iceland,2021-10-13,Pfizer/BioNTech,330584
Iceland,2021-10-14,Johnson&Johnson,53984
Iceland,2021-10-14,Moderna,62645
Iceland,2021-10-14,Oxford/AstraZeneca,115519
Iceland,2021-10-14,Pfizer/BioNTech,331454
Iceland,2021-10-15,Johnson&Johnson,53984
Iceland,2021-10-15,Moderna,62645
Iceland,2021-10-15,Oxford/AstraZeneca,115521
Iceland,2021-10-15,Pfizer/BioNTech,331894
Iceland,2021-10-16,Johnson&Johnson,53984
Iceland,2021-10-16,Moderna,62645
Iceland,2021-10-16,Oxford/AstraZeneca,115521
Iceland,2021-10-16,Pfizer/BioNTech,331894
Iceland,2021-10-17,Johnson&Johnson,53984
Iceland,2021-10-17,Moderna,62645
Iceland,2021-10-17,Oxford/AstraZeneca,115521
Iceland,2021-10-17,Pfizer/BioNTech,331894
Iceland,2021-10-18,Johnson&Johnson,53984
Iceland,2021-10-18,Moderna,62692
Iceland,2021-10-18,Oxford/AstraZeneca,115521
Iceland,2021-10-18,Pfizer/BioNTech,332825
Iceland,2021-10-19,Johnson&Johnson,53984
Iceland,2021-10-19,Moderna,62817
Iceland,2021-10-19,Oxford/AstraZeneca,115521
Iceland,2021-10-19,Pfizer/BioNTech,333943
Iceland,2021-10-20,Johnson&Johnson,54005
Iceland,2021-10-20,Moderna,62907
Iceland,2021-10-20,Oxford/AstraZeneca,115521
Iceland,2021-10-20,Pfizer/BioNTech,335511
Iceland,2021-10-21,Johnson&Johnson,54005
Iceland,2021-10-21,Moderna,62925
Iceland,2021-10-21,Oxford/AstraZeneca,115521
Iceland,2021-10-21,Pfizer/BioNTech,336534
Iceland,2021-10-22,Johnson&Johnson,54005
Iceland,2021-10-22,Moderna,62941
Iceland,2021-10-22,Oxford/AstraZeneca,115546
Iceland,2021-10-22,Pfizer/BioNTech,336994
Iceland,2021-10-23,Johnson&Johnson,54005
Iceland,2021-10-23,Moderna,62941
Iceland,2021-10-23,Oxford/AstraZeneca,115546
Iceland,2021-10-23,Pfizer/BioNTech,336994
Iceland,2021-10-24,Johnson&Johnson,54005
Iceland,2021-10-24,Moderna,62941
Iceland,2021-10-24,Oxford/AstraZeneca,115546
Iceland,2021-10-24,Pfizer/BioNTech,336994
Iceland,2021-10-25,Johnson&Johnson,54005
Iceland,2021-10-25,Moderna,62952
Iceland,2021-10-25,Oxford/AstraZeneca,115546
Iceland,2021-10-25,Pfizer/BioNTech,337319
Iceland,2021-10-26,Johnson&Johnson,54005
Iceland,2021-10-26,Moderna,62982
Iceland,2021-10-26,Oxford/AstraZeneca,115546
Iceland,2021-10-26,Pfizer/BioNTech,337822
Iceland,2021-10-27,Johnson&Johnson,54033
Iceland,2021-10-27,Moderna,63006
Iceland,2021-10-27,Oxford/AstraZeneca,115546
Iceland,2021-10-27,Pfizer/BioNTech,338280
Iceland,2021-10-28,Johnson&Johnson,54033
Iceland,2021-10-28,Moderna,63028
Iceland,2021-10-28,Oxford/AstraZeneca,115546
Iceland,2021-10-28,Pfizer/BioNTech,338836
Iceland,2021-10-29,Johnson&Johnson,54033
Iceland,2021-10-29,Moderna,63044
Iceland,2021-10-29,Oxford/AstraZeneca,115550
Iceland,2021-10-29,Pfizer/BioNTech,339226
Iceland,2021-10-30,Johnson&Johnson,54033
Iceland,2021-10-30,Moderna,63044
Iceland,2021-10-30,Oxford/AstraZeneca,115550
Iceland,2021-10-30,Pfizer/BioNTech,339226
Iceland,2021-10-31,Johnson&Johnson,54033
Iceland,2021-10-31,Moderna,63044
Iceland,2021-10-31,Oxford/AstraZeneca,115550
Iceland,2021-10-31,Pfizer/BioNTech,339226
Iceland,2021-11-01,Johnson&Johnson,54033
Iceland,2021-11-01,Moderna,63070
Iceland,2021-11-01,Oxford/AstraZeneca,115550
Iceland,2021-11-01,Pfizer/BioNTech,339782
Iceland,2021-11-02,Johnson&Johnson,54033
Iceland,2021-11-02,Moderna,63090
Iceland,2021-11-02,Oxford/AstraZeneca,115550
Iceland,2021-11-02,Pfizer/BioNTech,340431
Iceland,2021-11-03,Johnson&Johnson,54060
Iceland,2021-11-03,Moderna,63119
Iceland,2021-11-03,Oxford/AstraZeneca,115550
Iceland,2021-11-03,Pfizer/BioNTech,341929
Ireland,2021-01-01,Pfizer/BioNTech,0
Ireland,2021-01-08,Johnson&Johnson,10
Ireland,2021-01-08,Moderna,18
Ireland,2021-01-08,Oxford/AstraZeneca,53
Ireland,2021-01-08,Pfizer/BioNTech,52543
Ireland,2021-01-15,Moderna,1932
Ireland,2021-01-15,Oxford/AstraZeneca,64
Ireland,2021-01-15,Pfizer/BioNTech,99432
Ireland,2021-01-22,Moderna,1944
Ireland,2021-01-22,Oxford/AstraZeneca,75
Ireland,2021-01-22,Pfizer/BioNTech,149335
Ireland,2021-01-29,Moderna,1950
Ireland,2021-01-29,Oxford/AstraZeneca,84
Ireland,2021-01-29,Pfizer/BioNTech,203259
Ireland,2021-02-05,Moderna,1960
Ireland,2021-02-05,Oxford/AstraZeneca,112
Ireland,2021-02-05,Pfizer/BioNTech,256574
Ireland,2021-02-12,Moderna,3902
Ireland,2021-02-12,Oxford/AstraZeneca,17695
Ireland,2021-02-12,Pfizer/BioNTech,270138
Ireland,2021-02-19,Johnson&Johnson,11
Ireland,2021-02-19,Moderna,5107
Ireland,2021-02-19,Oxford/AstraZeneca,38265
Ireland,2021-02-19,Pfizer/BioNTech,333929
Ireland,2021-02-26,Moderna,9552
Ireland,2021-02-26,Oxford/AstraZeneca,71920
Ireland,2021-02-26,Pfizer/BioNTech,384503
Ireland,2021-03-05,Moderna,16862
Ireland,2021-03-05,Oxford/AstraZeneca,99473
Ireland,2021-03-05,Pfizer/BioNTech,436610
Ireland,2021-03-12,Moderna,20883
Ireland,2021-03-12,Oxford/AstraZeneca,132405
Ireland,2021-03-12,Pfizer/BioNTech,489413
Ireland,2021-03-19,Johnson&Johnson,12
Ireland,2021-03-19,Moderna,22615
Ireland,2021-03-19,Oxford/AstraZeneca,135714
Ireland,2021-03-19,Pfizer/BioNTech,551715
Ireland,2021-03-26,Johnson&Johnson,13
Ireland,2021-03-26,Moderna,30527
Ireland,2021-03-26,Oxford/AstraZeneca,173415
Ireland,2021-03-26,Pfizer/BioNTech,637972
Ireland,2021-04-02,Moderna,43183
Ireland,2021-04-02,Oxford/AstraZeneca,208309
Ireland,2021-04-02,Pfizer/BioNTech,729961
Ireland,2021-04-09,Johnson&Johnson,14
Ireland,2021-04-09,Moderna,51539
Ireland,2021-04-09,Oxford/AstraZeneca,239651
Ireland,2021-04-09,Pfizer/BioNTech,820720
Ireland,2021-04-16,Johnson&Johnson,17
Ireland,2021-04-16,Moderna,56346
Ireland,2021-04-16,Oxford/AstraZeneca,248081
Ireland,2021-04-16,Pfizer/BioNTech,960951
Ireland,2021-04-23,Moderna,69650
Ireland,2021-04-23,Oxford/AstraZeneca,305697
Ireland,2021-04-23,Pfizer/BioNTech,1085717
Ireland,2021-04-30,Johnson&Johnson,17
Ireland,2021-04-30,Moderna,83763
Ireland,2021-04-30,Oxford/AstraZeneca,389133
Ireland,2021-04-30,Pfizer/BioNTech,1202292
Ireland,2021-05-07,Johnson&Johnson,279
Ireland,2021-05-07,Moderna,93455
Ireland,2021-05-07,Oxford/AstraZeneca,515396
Ireland,2021-05-07,Pfizer/BioNTech,1318196
Ireland,2021-05-14,Johnson&Johnson,1063
Ireland,2021-05-14,Moderna,119414
Ireland,2021-05-14,Oxford/AstraZeneca,594809
Ireland,2021-05-14,Pfizer/BioNTech,1537392
Ireland,2021-05-21,Johnson&Johnson,40153
Ireland,2021-05-21,Moderna,158691
Ireland,2021-05-21,Oxford/AstraZeneca,609575
Ireland,2021-05-21,Pfizer/BioNTech,1773519
Ireland,2021-05-28,Johnson&Johnson,57532
Ireland,2021-05-28,Moderna,194511
Ireland,2021-05-28,Oxford/AstraZeneca,659919
Ireland,2021-05-28,Pfizer/BioNTech,1976297
Ireland,2021-06-04,Johnson&Johnson,70594
Ireland,2021-06-04,Moderna,233698
Ireland,2021-06-04,Oxford/AstraZeneca,696977
Ireland,2021-06-04,Pfizer/BioNTech,2160144
Ireland,2021-06-11,Johnson&Johnson,71861
Ireland,2021-06-11,Moderna,273540
Ireland,2021-06-11,Oxford/AstraZeneca,714629
Ireland,2021-06-11,Pfizer/BioNTech,2393783
Ireland,2021-06-18,Johnson&Johnson,73811
Ireland,2021-06-18,Moderna,316718
Ireland,2021-06-18,Oxford/AstraZeneca,808328
Ireland,2021-06-18,Pfizer/BioNTech,2616893
Ireland,2021-06-25,Johnson&Johnson,78131
Ireland,2021-06-25,Moderna,356040
Ireland,2021-06-25,Oxford/AstraZeneca,917980
Ireland,2021-06-25,Pfizer/BioNTech,2836268
Ireland,2021-07-02,Johnson&Johnson,81853
Ireland,2021-07-02,Moderna,401909
Ireland,2021-07-02,Oxford/AstraZeneca,1022334
Ireland,2021-07-02,Pfizer/BioNTech,3046443
Ireland,2021-07-09,Johnson&Johnson,116410
Ireland,2021-07-09,Moderna,435177
Ireland,2021-07-09,Oxford/AstraZeneca,1127268
Ireland,2021-07-09,Pfizer/BioNTech,3261215
Ireland,2021-07-16,Johnson&Johnson,165299
Ireland,2021-07-16,Moderna,471993
Ireland,2021-07-16,Oxford/AstraZeneca,1179663
Ireland,2021-07-16,Pfizer/BioNTech,3495404
Ireland,2021-07-23,Johnson&Johnson,201586
Ireland,2021-07-23,Moderna,498941
Ireland,2021-07-23,Oxford/AstraZeneca,1183852
Ireland,2021-07-23,Pfizer/BioNTech,3756136
Ireland,2021-07-30,Johnson&Johnson,218041
Ireland,2021-07-30,Moderna,513904
Ireland,2021-07-30,Oxford/AstraZeneca,1186510
Ireland,2021-07-30,Pfizer/BioNTech,3989358
Ireland,2021-08-06,Johnson&Johnson,224092
Ireland,2021-08-06,Moderna,533264
Ireland,2021-08-06,Oxford/AstraZeneca,1187758
Ireland,2021-08-06,Pfizer/BioNTech,4157717
Ireland,2021-08-13,Johnson&Johnson,227989
Ireland,2021-08-13,Moderna,548856
Ireland,2021-08-13,Oxford/AstraZeneca,1188125
Ireland,2021-08-13,Pfizer/BioNTech,4317743
Ireland,2021-08-20,Johnson&Johnson,231058
Ireland,2021-08-20,Moderna,556630
Ireland,2021-08-20,Oxford/AstraZeneca,1188805
Ireland,2021-08-20,Pfizer/BioNTech,4459944
Ireland,2021-08-27,Johnson&Johnson,232950
Ireland,2021-08-27,Moderna,562061
Ireland,2021-08-27,Oxford/AstraZeneca,1189361
Ireland,2021-08-27,Pfizer/BioNTech,4550781
Ireland,2021-09-03,Johnson&Johnson,233861
Ireland,2021-09-03,Moderna,566139
Ireland,2021-09-03,Oxford/AstraZeneca,1189461
Ireland,2021-09-03,Pfizer/BioNTech,4606532
Ireland,2021-09-10,Johnson&Johnson,234535
Ireland,2021-09-10,Moderna,567614
Ireland,2021-09-10,Oxford/AstraZeneca,1189570
Ireland,2021-09-10,Pfizer/BioNTech,4639530
Ireland,2021-09-17,Johnson&Johnson,235039
Ireland,2021-09-17,Moderna,568070
Ireland,2021-09-17,Oxford/AstraZeneca,1189626
Ireland,2021-09-17,Pfizer/BioNTech,4667909
Ireland,2021-09-24,Johnson&Johnson,235462
Ireland,2021-09-24,Moderna,568618
Ireland,2021-09-24,Oxford/AstraZeneca,1189656
Ireland,2021-09-24,Pfizer/BioNTech,4690354
Ireland,2021-10-01,Johnson&Johnson,235827
Ireland,2021-10-01,Moderna,568817
